City,Year,Month,Day,AvgTemperature,ÈÕÆÚ
Guangzhou,2018,3,7,63.4,2018/3/7
Guangzhou,2018,3,8,52.5,2018/3/8
Guangzhou,2018,3,9,58.1,2018/3/9
Guangzhou,2018,3,10,62.7,2018/3/10
Guangzhou,2018,3,11,64.6,2018/3/11
Guangzhou,2018,3,12,69.2,2018/3/12
Guangzhou,2018,3,13,72.4,2018/3/13
Guangzhou,2018,3,14,72.8,2018/3/14
Guangzhou,2018,3,15,71.1,2018/3/15
Guangzhou,2018,3,16,75.5,2018/3/16
Guangzhou,2018,3,17,71.5,2018/3/17
Guangzhou,2018,3,18,73.2,2018/3/18
Guangzhou,2018,3,19,68.3,2018/3/19
Guangzhou,2018,3,20,61,2018/3/20
Guangzhou,2018,3,21,63.5,2018/3/21
Guangzhou,2018,3,22,65.8,2018/3/22
Guangzhou,2018,3,23,70.1,2018/3/23
Guangzhou,2018,3,24,71.3,2018/3/24
Guangzhou,2018,3,25,70.8,2018/3/25
Guangzhou,2018,3,26,70.3,2018/3/26
Guangzhou,2018,3,27,73.6,2018/3/27
Guangzhou,2018,3,28,75.2,2018/3/28
Guangzhou,2018,3,29,74.7,2018/3/29
Guangzhou,2018,3,30,75,2018/3/30
Guangzhou,2018,3,31,75,2018/3/31
Guangzhou,2018,4,1,77.4,2018/4/1
Guangzhou,2018,4,2,78,2018/4/2
Guangzhou,2018,4,3,76.8,2018/4/3
Guangzhou,2018,4,4,78.2,2018/4/4
Guangzhou,2018,4,5,78.5,2018/4/5
Guangzhou,2018,4,6,60.7,2018/4/6
Guangzhou,2018,4,7,61.7,2018/4/7
Guangzhou,2018,4,8,66.8,2018/4/8
Guangzhou,2018,4,9,72.8,2018/4/9
Guangzhou,2018,4,10,75.9,2018/4/10
Guangzhou,2018,4,11,78.1,2018/4/11
Guangzhou,2018,4,12,79,2018/4/12
Guangzhou,2018,4,13,79.2,2018/4/13
Guangzhou,2018,4,14,70.8,2018/4/14
Guangzhou,2018,4,15,63.9,2018/4/15
Guangzhou,2018,4,16,60,2018/4/16
Guangzhou,2018,4,17,71.1,2018/4/17
Guangzhou,2018,4,18,74.5,2018/4/18
Guangzhou,2018,4,19,73.7,2018/4/19
Guangzhou,2018,4,20,75.3,2018/4/20
Guangzhou,2018,4,21,77.2,2018/4/21
Guangzhou,2018,4,22,78.7,2018/4/22
Guangzhou,2018,4,23,78.1,2018/4/23
Guangzhou,2018,4,24,74.2,2018/4/24
Guangzhou,2018,4,25,74.7,2018/4/25
Guangzhou,2018,4,26,72,2018/4/26
Guangzhou,2018,4,27,75,2018/4/27
Guangzhou,2018,4,28,74.7,2018/4/28
Guangzhou,2018,4,29,77.6,2018/4/29
Guangzhou,2018,4,30,78.8,2018/4/30
Guangzhou,2018,5,1,80.7,2018/5/1
Guangzhou,2018,5,2,81.6,2018/5/2
Guangzhou,2018,5,3,81.6,2018/5/3
Guangzhou,2018,5,4,75.2,2018/5/4
Guangzhou,2018,5,5,80.9,2018/5/5
Guangzhou,2018,5,6,83.4,2018/5/6
Guangzhou,2018,5,7,79,2018/5/7
Guangzhou,2018,5,8,78.7,2018/5/8
Guangzhou,2018,5,9,72.8,2018/5/9
Guangzhou,2018,5,10,74.1,2018/5/10
Guangzhou,2018,5,11,77.3,2018/5/11
Guangzhou,2018,5,12,81.2,2018/5/12
Guangzhou,2018,5,13,81.8,2018/5/13
Guangzhou,2018,5,14,85.6,2018/5/14
Guangzhou,2018,5,15,84.9,2018/5/15
Guangzhou,2018,5,16,84.9,2018/5/16
Guangzhou,2018,5,17,85.6,2018/5/17
Guangzhou,2018,5,18,87.3,2018/5/18
Guangzhou,2018,5,19,88.7,2018/5/19
Guangzhou,2018,5,20,88.7,2018/5/20
Guangzhou,2018,5,21,89.1,2018/5/21
Guangzhou,2018,5,22,89.2,2018/5/22
Guangzhou,2018,5,23,90.5,2018/5/23
Guangzhou,2018,5,24,88.6,2018/5/24
Guangzhou,2018,5,25,89.4,2018/5/25
Guangzhou,2018,5,26,85.9,2018/5/26
Guangzhou,2018,5,27,83.4,2018/5/27
Guangzhou,2018,5,28,86,2018/5/28
Guangzhou,2018,5,29,89.1,2018/5/29
Guangzhou,2018,5,30,88.8,2018/5/30
Guangzhou,2018,5,31,90.8,2018/5/31
Guangzhou,2018,6,1,82.9,2018/6/1
Guangzhou,2018,6,2,82.7,2018/6/2
Guangzhou,2018,6,3,83.7,2018/6/3
Guangzhou,2018,6,4,84.1,2018/6/4
Guangzhou,2018,6,5,80.9,2018/6/5
Guangzhou,2018,6,6,79.9,2018/6/6
Guangzhou,2018,6,7,78.1,2018/6/7
Guangzhou,2018,6,8,77,2018/6/8
Guangzhou,2018,6,9,81.2,2018/6/9
Guangzhou,2018,6,10,85.7,2018/6/10
Guangzhou,2018,6,11,86,2018/6/11
Guangzhou,2018,6,12,78.6,2018/6/12
Guangzhou,2018,6,13,76.4,2018/6/13
Guangzhou,2018,6,14,81.1,2018/6/14
Guangzhou,2018,6,15,80.7,2018/6/15
Guangzhou,2018,6,16,84.4,2018/6/16
Guangzhou,2018,6,17,85.7,2018/6/17
Guangzhou,2018,6,18,88.7,2018/6/18
Guangzhou,2018,6,19,87.4,2018/6/19
Guangzhou,2018,6,20,88.5,2018/6/20
Guangzhou,2018,6,21,84.9,2018/6/21
Guangzhou,2018,6,22,81.5,2018/6/22
Guangzhou,2018,6,23,80.2,2018/6/23
Guangzhou,2018,6,24,84.7,2018/6/24
Guangzhou,2018,6,25,81.4,2018/6/25
Guangzhou,2018,6,26,82.1,2018/6/26
Guangzhou,2018,6,27,86.3,2018/6/27
Guangzhou,2018,6,28,87.8,2018/6/28
Guangzhou,2018,6,29,88.9,2018/6/29
Guangzhou,2018,6,30,87.6,2018/6/30
Guangzhou,2018,7,1,87.4,2018/7/1
Guangzhou,2018,7,2,83.8,2018/7/2
Guangzhou,2018,7,3,83.5,2018/7/3
Guangzhou,2018,7,4,89,2018/7/4
Guangzhou,2018,7,5,86.6,2018/7/5
Guangzhou,2018,7,6,83.7,2018/7/6
Guangzhou,2018,7,7,79.4,2018/7/7
Guangzhou,2018,7,8,83.3,2018/7/8
Guangzhou,2018,7,9,84.4,2018/7/9
Guangzhou,2018,7,10,88,2018/7/10
Guangzhou,2018,7,11,89.7,2018/7/11
Guangzhou,2018,7,12,88.2,2018/7/12
Guangzhou,2018,7,13,82,2018/7/13
Guangzhou,2018,7,14,81.7,2018/7/14
Guangzhou,2018,7,15,82.4,2018/7/15
Guangzhou,2018,7,16,86.7,2018/7/16
Guangzhou,2018,7,17,89.8,2018/7/17
Guangzhou,2018,7,18,87.3,2018/7/18
Guangzhou,2018,7,19,87.8,2018/7/19
Guangzhou,2018,7,20,88.6,2018/7/20
Guangzhou,2018,7,21,88.3,2018/7/21
Guangzhou,2018,7,22,88.4,2018/7/22
Guangzhou,2018,7,23,82.2,2018/7/23
Guangzhou,2018,7,24,81.6,2018/7/24
Guangzhou,2018,7,25,83.4,2018/7/25
Guangzhou,2018,7,26,81.7,2018/7/26
Guangzhou,2018,7,27,85.9,2018/7/27
Guangzhou,2018,7,28,87.7,2018/7/28
Guangzhou,2018,7,29,86.8,2018/7/29
Guangzhou,2018,7,30,85.4,2018/7/30
Guangzhou,2018,7,31,86.6,2018/7/31
Guangzhou,2018,8,1,88.5,2018/8/1
Guangzhou,2018,8,2,84.8,2018/8/2
Guangzhou,2018,8,3,82.7,2018/8/3
Guangzhou,2018,8,4,87.3,2018/8/4
Guangzhou,2018,8,5,86.7,2018/8/5
Guangzhou,2018,8,6,85.2,2018/8/6
Guangzhou,2018,8,7,84.9,2018/8/7
Guangzhou,2018,8,8,89,2018/8/8
Guangzhou,2018,8,9,89.7,2018/8/9
Guangzhou,2018,8,10,85,2018/8/10
Guangzhou,2018,8,11,83.1,2018/8/11
Guangzhou,2018,8,12,85.8,2018/8/12
Guangzhou,2018,8,13,85.2,2018/8/13
Guangzhou,2018,8,14,87.2,2018/8/14
Guangzhou,2018,8,15,83.3,2018/8/15
Guangzhou,2018,8,16,84.2,2018/8/16
Guangzhou,2018,8,17,82.2,2018/8/17
Guangzhou,2018,8,18,84.2,2018/8/18
Guangzhou,2018,8,19,83.7,2018/8/19
Guangzhou,2018,8,20,84.2,2018/8/20
Guangzhou,2018,8,21,85.5,2018/8/21
Guangzhou,2018,8,22,83.4,2018/8/22
Guangzhou,2018,8,23,85.3,2018/8/23
Guangzhou,2018,8,24,89.5,2018/8/24
Guangzhou,2018,8,25,89.3,2018/8/25
Guangzhou,2018,8,26,83.2,2018/8/26
Guangzhou,2018,8,27,81.2,2018/8/27
Guangzhou,2018,8,28,77.7,2018/8/28
Guangzhou,2018,8,29,79.6,2018/8/29
Guangzhou,2018,8,30,78.3,2018/8/30
Guangzhou,2018,8,31,78.7,2018/8/31
Guangzhou,2018,9,1,78.9,2018/9/1
Guangzhou,2018,9,2,79.8,2018/9/2
Guangzhou,2018,9,3,83.8,2018/9/3
Guangzhou,2018,9,4,87.1,2018/9/4
Guangzhou,2018,9,5,86.8,2018/9/5
Guangzhou,2018,9,6,85.3,2018/9/6
Guangzhou,2018,9,7,82,2018/9/7
Guangzhou,2018,9,8,80.8,2018/9/8
Guangzhou,2018,9,9,81.6,2018/9/9
Guangzhou,2018,9,10,81.6,2018/9/10
Guangzhou,2018,9,11,84.2,2018/9/11
Guangzhou,2018,9,12,82.5,2018/9/12
Guangzhou,2018,9,13,83.8,2018/9/13
Guangzhou,2018,9,14,89.3,2018/9/14
Guangzhou,2018,9,15,93.7,2018/9/15
Guangzhou,2018,9,16,78.4,2018/9/16
Guangzhou,2018,9,17,80.6,2018/9/17
Guangzhou,2018,9,18,81.7,2018/9/18
Guangzhou,2018,9,19,85.8,2018/9/19
Guangzhou,2018,9,20,85.7,2018/9/20
Guangzhou,2018,9,21,86,2018/9/21
Guangzhou,2018,9,22,85.2,2018/9/22
Guangzhou,2018,9,23,84.2,2018/9/23
Guangzhou,2018,9,24,77.6,2018/9/24
Guangzhou,2018,9,25,81.6,2018/9/25
Guangzhou,2018,9,26,84.3,2018/9/26
Guangzhou,2018,9,27,81.8,2018/9/27
Guangzhou,2018,9,28,76.1,2018/9/28
Guangzhou,2018,9,29,79.3,2018/9/29
Guangzhou,2018,9,30,79.3,2018/9/30
Guangzhou,2018,10,1,80.2,2018/10/1
Guangzhou,2018,10,2,79.6,2018/10/2
Guangzhou,2018,10,3,79.3,2018/10/3
Guangzhou,2018,10,4,79.4,2018/10/4
Guangzhou,2018,10,5,77.9,2018/10/5
Guangzhou,2018,10,6,77.7,2018/10/6
Guangzhou,2018,10,7,79.7,2018/10/7
Guangzhou,2018,10,8,80.8,2018/10/8
Guangzhou,2018,10,9,81.4,2018/10/9
Guangzhou,2018,10,10,69.9,2018/10/10
Guangzhou,2018,10,11,69.2,2018/10/11
Guangzhou,2018,10,12,72.9,2018/10/12
Guangzhou,2018,10,13,73.5,2018/10/13
Guangzhou,2018,10,14,77.4,2018/10/14
Guangzhou,2018,10,15,70.6,2018/10/15
Guangzhou,2018,10,16,70.4,2018/10/16
Guangzhou,2018,10,17,69.1,2018/10/17
Guangzhou,2018,10,18,71.1,2018/10/18
Guangzhou,2018,10,19,73.3,2018/10/19
Guangzhou,2018,10,20,75,2018/10/20
Guangzhou,2018,10,21,78.3,2018/10/21
Guangzhou,2018,10,22,76.4,2018/10/22
Guangzhou,2018,10,23,71.9,2018/10/23
Guangzhou,2018,10,24,73.6,2018/10/24
Guangzhou,2018,10,25,77.8,2018/10/25
Guangzhou,2018,10,26,76.2,2018/10/26
Guangzhou,2018,10,27,74.7,2018/10/27
Guangzhou,2018,10,28,73.3,2018/10/28
Guangzhou,2018,10,29,74.2,2018/10/29
Guangzhou,2018,10,30,75.7,2018/10/30
Guangzhou,2018,10,31,75.9,2018/10/31
Guangzhou,2018,11,1,72.9,2018/11/1
Guangzhou,2018,11,2,66,2018/11/2
Guangzhou,2018,11,3,71.2,2018/11/3
Guangzhou,2018,11,4,72.2,2018/11/4
Guangzhou,2018,11,5,77.1,2018/11/5
Guangzhou,2018,11,6,77.3,2018/11/6
Guangzhou,2018,11,7,74,2018/11/7
Guangzhou,2018,11,8,70.1,2018/11/8
Guangzhou,2018,11,9,74.6,2018/11/9
Guangzhou,2018,11,10,74.2,2018/11/10
Guangzhou,2018,11,11,77.1,2018/11/11
Guangzhou,2018,11,12,74.2,2018/11/12
Guangzhou,2018,11,13,74.1,2018/11/13
Guangzhou,2018,11,14,-99,2018/11/14
Guangzhou,2018,11,15,-99,2018/11/15
Guangzhou,2018,11,16,68.5,2018/11/16
Guangzhou,2018,11,17,-99,2018/11/17
Guangzhou,2018,11,18,68,2018/11/18
Guangzhou,2018,11,19,66.4,2018/11/19
Guangzhou,2018,11,20,66.5,2018/11/20
Guangzhou,2018,11,21,63.9,2018/11/21
Guangzhou,2018,11,22,64.1,2018/11/22
Guangzhou,2018,11,23,64,2018/11/23
Guangzhou,2018,11,24,67.4,2018/11/24
Guangzhou,2018,11,25,65.5,2018/11/25
Guangzhou,2018,11,26,67.6,2018/11/26
Guangzhou,2018,11,27,70,2018/11/27
Guangzhou,2018,11,28,66.6,2018/11/28
Guangzhou,2018,11,29,68,2018/11/29
Guangzhou,2018,11,30,71,2018/11/30
Guangzhou,2018,12,1,68.7,2018/12/1
Guangzhou,2018,12,2,73.8,2018/12/2
Guangzhou,2018,12,3,74.3,2018/12/3
Guangzhou,2018,12,4,75.7,2018/12/4
Guangzhou,2018,12,5,75.3,2018/12/5
Guangzhou,2018,12,6,72,2018/12/6
Guangzhou,2018,12,7,57.4,2018/12/7
Guangzhou,2018,12,8,53,2018/12/8
Guangzhou,2018,12,9,49.5,2018/12/9
Guangzhou,2018,12,10,55.1,2018/12/10
Guangzhou,2018,12,11,51.8,2018/12/11
Guangzhou,2018,12,12,48.9,2018/12/12
Guangzhou,2018,12,13,52.8,2018/12/13
Guangzhou,2018,12,14,56.7,2018/12/14
Guangzhou,2018,12,15,61.3,2018/12/15
Guangzhou,2018,12,16,58.7,2018/12/16
Guangzhou,2018,12,17,58.7,2018/12/17
Guangzhou,2018,12,18,61.3,2018/12/18
Guangzhou,2018,12,19,67.6,2018/12/19
Guangzhou,2018,12,20,71.6,2018/12/20
Guangzhou,2018,12,21,73.3,2018/12/21
Guangzhou,2018,12,22,73.6,2018/12/22
Guangzhou,2018,12,23,65.1,2018/12/23
Guangzhou,2018,12,24,59.8,2018/12/24
Guangzhou,2018,12,25,63.5,2018/12/25
Guangzhou,2018,12,26,68.1,2018/12/26
Guangzhou,2018,12,27,61.7,2018/12/27
Guangzhou,2018,12,28,55.9,2018/12/28
Guangzhou,2018,12,29,48.9,2018/12/29
Guangzhou,2018,12,30,45.2,2018/12/30
Guangzhou,2018,12,31,45.2,2018/12/31
Guangzhou,2019,1,1,48.4,2019/1/1
Guangzhou,2019,1,2,47.7,2019/1/2
Guangzhou,2019,1,3,56.3,2019/1/3
Guangzhou,2019,1,4,58.4,2019/1/4
Guangzhou,2019,1,5,56.7,2019/1/5
Guangzhou,2019,1,6,55.7,2019/1/6
Guangzhou,2019,1,7,59.2,2019/1/7
Guangzhou,2019,1,8,56.4,2019/1/8
Guangzhou,2019,1,9,58.2,2019/1/9
Guangzhou,2019,1,10,62.1,2019/1/10
Guangzhou,2019,1,11,64.4,2019/1/11
Guangzhou,2019,1,12,63.5,2019/1/12
Guangzhou,2019,1,13,64.5,2019/1/13
Guangzhou,2019,1,14,66.2,2019/1/14
Guangzhou,2019,1,15,61.1,2019/1/15
Guangzhou,2019,1,16,55.5,2019/1/16
Guangzhou,2019,1,17,56.7,2019/1/17
Guangzhou,2019,1,18,59.4,2019/1/18
Guangzhou,2019,1,19,66.1,2019/1/19
Guangzhou,2019,1,20,61.9,2019/1/20
Guangzhou,2019,1,21,56.4,2019/1/21
Guangzhou,2019,1,22,56.5,2019/1/22
Guangzhou,2019,1,23,-99,2019/1/23
Guangzhou,2019,1,24,61.6,2019/1/24
Guangzhou,2019,1,25,66.5,2019/1/25
Guangzhou,2019,1,26,62.6,2019/1/26
Guangzhou,2019,1,27,62,2019/1/27
Guangzhou,2019,1,28,63.6,2019/1/28
Guangzhou,2019,1,29,66.3,2019/1/29
Guangzhou,2019,1,30,69.3,2019/1/30
Guangzhou,2019,1,31,66.9,2019/1/31
Guangzhou,2019,2,1,59.3,2019/2/1
Guangzhou,2019,2,2,67,2019/2/2
Guangzhou,2019,2,3,70.8,2019/2/3
Guangzhou,2019,2,4,72.6,2019/2/4
Guangzhou,2019,2,5,72.1,2019/2/5
Guangzhou,2019,2,6,75.2,2019/2/6
Guangzhou,2019,2,7,74.3,2019/2/7
Guangzhou,2019,2,8,74.1,2019/2/8
Guangzhou,2019,2,9,61.4,2019/2/9
Guangzhou,2019,2,10,54.4,2019/2/10
Guangzhou,2019,2,11,53.7,2019/2/11
Guangzhou,2019,2,12,66.7,2019/2/12
Guangzhou,2019,2,13,69.2,2019/2/13
Guangzhou,2019,2,14,69.8,2019/2/14
Guangzhou,2019,2,15,68.9,2019/2/15
Guangzhou,2019,2,16,67,2019/2/16
Guangzhou,2019,2,17,58.2,2019/2/17
Guangzhou,2019,2,18,59.8,2019/2/18
Guangzhou,2019,2,19,66.2,2019/2/19
Guangzhou,2019,2,20,75.5,2019/2/20
Guangzhou,2019,2,21,61.8,2019/2/21
Guangzhou,2019,2,22,58.4,2019/2/22
Guangzhou,2019,2,23,51,2019/2/23
Guangzhou,2019,2,24,56,2019/2/24
Guangzhou,2019,2,25,54.3,2019/2/25
Guangzhou,2019,2,26,59.4,2019/2/26
Guangzhou,2019,2,27,67.3,2019/2/27
Guangzhou,2019,2,28,62.9,2019/2/28
Guangzhou,2019,3,1,69.8,2019/3/1
Guangzhou,2019,3,2,70.3,2019/3/2
Guangzhou,2019,3,3,65.9,2019/3/3
Guangzhou,2019,3,4,68.2,2019/3/4
Guangzhou,2019,3,5,68.5,2019/3/5
Guangzhou,2019,3,6,62.1,2019/3/6
Guangzhou,2019,3,7,56.8,2019/3/7
Guangzhou,2019,3,8,57.3,2019/3/8
Guangzhou,2019,3,9,58.4,2019/3/9
Guangzhou,2019,3,10,59.7,2019/3/10
Guangzhou,2019,3,11,65.6,2019/3/11
Guangzhou,2019,3,12,69.2,2019/3/12
Guangzhou,2019,3,13,70.6,2019/3/13
Guangzhou,2019,3,14,65.6,2019/3/14
Guangzhou,2019,3,15,64.4,2019/3/15
Guangzhou,2019,3,16,69.5,2019/3/16
Guangzhou,2019,3,17,69.6,2019/3/17
Guangzhou,2019,3,18,67.6,2019/3/18
Guangzhou,2019,3,19,75.1,2019/3/19
Guangzhou,2019,3,20,75.1,2019/3/20
Guangzhou,2019,3,21,78.6,2019/3/21
Guangzhou,2019,3,22,72.5,2019/3/22
Guangzhou,2019,3,23,57.6,2019/3/23
Guangzhou,2019,3,24,57,2019/3/24
Guangzhou,2019,3,25,67.7,2019/3/25
Guangzhou,2019,3,26,71.8,2019/3/26
Guangzhou,2019,3,27,74.5,2019/3/27
Guangzhou,2019,3,28,77.3,2019/3/28
Guangzhou,2019,3,29,71.1,2019/3/29
Guangzhou,2019,3,30,76.6,2019/3/30
Guangzhou,2019,3,31,71.3,2019/3/31
Guangzhou,2019,4,1,63.3,2019/4/1
Guangzhou,2019,4,2,71.2,2019/4/2
Guangzhou,2019,4,3,73.2,2019/4/3
Guangzhou,2019,4,4,67.4,2019/4/4
Guangzhou,2019,4,5,73.1,2019/4/5
Guangzhou,2019,4,6,78.5,2019/4/6
Guangzhou,2019,4,7,79.9,2019/4/7
Guangzhou,2019,4,8,81.4,2019/4/8
Guangzhou,2019,4,9,80.9,2019/4/9
Guangzhou,2019,4,10,82.8,2019/4/10
Guangzhou,2019,4,11,72,2019/4/11
Guangzhou,2019,4,12,65,2019/4/12
Guangzhou,2019,4,13,69.6,2019/4/13
Guangzhou,2019,4,14,72.9,2019/4/14
Guangzhou,2019,4,15,67.1,2019/4/15
Guangzhou,2019,4,16,69.9,2019/4/16
Guangzhou,2019,4,17,76.8,2019/4/17
Guangzhou,2019,4,18,74,2019/4/18
Guangzhou,2019,4,19,70.3,2019/4/19
Guangzhou,2019,4,20,73.6,2019/4/20
Guangzhou,2019,4,21,76.3,2019/4/21
Guangzhou,2019,4,22,76.3,2019/4/22
Guangzhou,2019,4,23,83.4,2019/4/23
Guangzhou,2019,4,24,-99,2019/4/24
Guangzhou,2019,4,25,83.8,2019/4/25
Guangzhou,2019,4,26,77.7,2019/4/26
Guangzhou,2019,4,27,71.1,2019/4/27
Guangzhou,2019,4,28,77.5,2019/4/28
Guangzhou,2019,4,29,80.1,2019/4/29
Guangzhou,2019,4,30,73.6,2019/4/30
Guangzhou,2019,5,1,72.5,2019/5/1
Guangzhou,2019,5,2,68.3,2019/5/2
Guangzhou,2019,5,3,73.3,2019/5/3
Guangzhou,2019,5,4,68.1,2019/5/4
Guangzhou,2019,5,5,67.5,2019/5/5
Guangzhou,2019,5,6,68.6,2019/5/6
Guangzhou,2019,5,7,69.6,2019/5/7
Guangzhou,2019,5,8,68.2,2019/5/8
Guangzhou,2019,5,9,76,2019/5/9
Guangzhou,2019,5,10,78.8,2019/5/10
Guangzhou,2019,5,11,81.6,2019/5/11
Guangzhou,2019,5,12,82.9,2019/5/12
Guangzhou,2019,5,13,83.6,2019/5/13
Guangzhou,2019,5,14,83.6,2019/5/14
Guangzhou,2019,5,15,85.2,2019/5/15
Guangzhou,2019,5,16,-99,2019/5/16
Guangzhou,2019,5,17,-99,2019/5/17
Guangzhou,2019,5,18,-99,2019/5/18
Guangzhou,2019,5,19,-99,2019/5/19
Guangzhou,2019,5,20,80.7,2019/5/20
Guangzhou,2019,5,21,78.7,2019/5/21
Guangzhou,2019,5,22,79.1,2019/5/22
Guangzhou,2019,5,23,77.9,2019/5/23
Guangzhou,2019,5,24,79.9,2019/5/24
Guangzhou,2019,5,25,80.8,2019/5/25
Guangzhou,2019,5,26,82.5,2019/5/26
Guangzhou,2019,5,27,81,2019/5/27
Guangzhou,2019,5,28,80.4,2019/5/28
Guangzhou,2019,5,29,77.3,2019/5/29
Guangzhou,2019,5,30,77.5,2019/5/30
Guangzhou,2019,5,31,80.1,2019/5/31
Guangzhou,2019,6,1,79.1,2019/6/1
Guangzhou,2019,6,2,81,2019/6/2
Guangzhou,2019,6,3,83.1,2019/6/3
Guangzhou,2019,6,4,80.5,2019/6/4
Guangzhou,2019,6,5,80.5,2019/6/5
Guangzhou,2019,6,6,83.2,2019/6/6
Guangzhou,2019,6,7,86.5,2019/6/7
Guangzhou,2019,6,8,86.5,2019/6/8
Guangzhou,2019,6,9,88.1,2019/6/9
Guangzhou,2019,6,10,80.5,2019/6/10
Guangzhou,2019,6,11,79.3,2019/6/11
Guangzhou,2019,6,12,80.3,2019/6/12
Guangzhou,2019,6,13,82.6,2019/6/13
Guangzhou,2019,6,14,82.9,2019/6/14
Guangzhou,2019,6,15,84.6,2019/6/15
Guangzhou,2019,6,16,84.6,2019/6/16
Guangzhou,2019,6,17,85.3,2019/6/17
Guangzhou,2019,6,18,82.6,2019/6/18
Guangzhou,2019,6,19,86.8,2019/6/19
Guangzhou,2019,6,20,88.2,2019/6/20
Guangzhou,2019,6,21,89.9,2019/6/21
Guangzhou,2019,6,22,90.3,2019/6/22
Guangzhou,2019,6,23,84.2,2019/6/23
Guangzhou,2019,6,24,77.1,2019/6/24
Guangzhou,2019,6,25,83.4,2019/6/25
Guangzhou,2019,6,26,83.1,2019/6/26
Guangzhou,2019,6,27,88.1,2019/6/27
Guangzhou,2019,6,28,89.4,2019/6/28
Guangzhou,2019,6,29,89.5,2019/6/29
Guangzhou,2019,6,30,86.5,2019/6/30
Guangzhou,2019,7,1,89.9,2019/7/1
Guangzhou,2019,7,2,83.5,2019/7/2
Guangzhou,2019,7,3,82.5,2019/7/3
Guangzhou,2019,7,4,85.6,2019/7/4
Guangzhou,2019,7,5,87.4,2019/7/5
Guangzhou,2019,7,6,88.8,2019/7/6
Guangzhou,2019,7,7,85.6,2019/7/7
Guangzhou,2019,7,8,87.8,2019/7/8
Guangzhou,2019,7,9,84.6,2019/7/9
Guangzhou,2019,7,10,78.9,2019/7/10
Guangzhou,2019,7,11,80.6,2019/7/11
Guangzhou,2019,7,12,86.1,2019/7/12
Guangzhou,2019,7,13,87.9,2019/7/13
Guangzhou,2019,7,14,84.6,2019/7/14
Guangzhou,2019,7,15,87.7,2019/7/15
Guangzhou,2019,7,16,89.7,2019/7/16
Guangzhou,2019,7,17,91.6,2019/7/17
Guangzhou,2019,7,18,90.3,2019/7/18
Guangzhou,2019,7,19,84.3,2019/7/19
Guangzhou,2019,7,20,85.8,2019/7/20
Guangzhou,2019,7,21,82.5,2019/7/21
Guangzhou,2019,7,22,80.3,2019/7/22
Guangzhou,2019,7,23,81.5,2019/7/23
Guangzhou,2019,7,24,82.9,2019/7/24
Guangzhou,2019,7,25,87.6,2019/7/25
Guangzhou,2019,7,26,89,2019/7/26
Guangzhou,2019,7,27,89.5,2019/7/27
Guangzhou,2019,7,28,86,2019/7/28
Guangzhou,2019,7,29,84.5,2019/7/29
Guangzhou,2019,7,30,83.9,2019/7/30
Guangzhou,2019,7,31,81.5,2019/7/31
Guangzhou,2019,8,1,79.4,2019/8/1
Guangzhou,2019,8,2,81.4,2019/8/2
Guangzhou,2019,8,3,80.2,2019/8/3
Guangzhou,2019,8,4,86.3,2019/8/4
Guangzhou,2019,8,5,89.1,2019/8/5
Guangzhou,2019,8,6,85.1,2019/8/6
Guangzhou,2019,8,7,86,2019/8/7
Guangzhou,2019,8,8,91.8,2019/8/8
Guangzhou,2019,8,9,93.3,2019/8/9
Guangzhou,2019,8,10,91.9,2019/8/10
Guangzhou,2019,8,11,88.7,2019/8/11
Guangzhou,2019,8,12,88,2019/8/12
Guangzhou,2019,8,13,88.6,2019/8/13
Guangzhou,2019,8,14,88.3,2019/8/14
Guangzhou,2019,8,15,85.4,2019/8/15
Guangzhou,2019,8,16,84.5,2019/8/16
Guangzhou,2019,8,17,81.6,2019/8/17
Guangzhou,2019,8,18,82.5,2019/8/18
Guangzhou,2019,8,19,85.5,2019/8/19
Guangzhou,2019,8,20,87.2,2019/8/20
Guangzhou,2019,8,21,87.2,2019/8/21
Guangzhou,2019,8,22,88.3,2019/8/22
Guangzhou,2019,8,23,85.2,2019/8/23
Guangzhou,2019,8,24,92.6,2019/8/24
Guangzhou,2019,8,25,81.5,2019/8/25
Guangzhou,2019,8,26,80.4,2019/8/26
Guangzhou,2019,8,27,85,2019/8/27
Guangzhou,2019,8,28,90.1,2019/8/28
Guangzhou,2019,8,29,86,2019/8/29
Guangzhou,2019,8,30,82.2,2019/8/30
Guangzhou,2019,8,31,81.3,2019/8/31
Guangzhou,2019,9,1,80.9,2019/9/1
Guangzhou,2019,9,2,79.3,2019/9/2
Guangzhou,2019,9,3,83.3,2019/9/3
Guangzhou,2019,9,4,83.1,2019/9/4
Guangzhou,2019,9,5,82,2019/9/5
Guangzhou,2019,9,6,85.4,2019/9/6
Guangzhou,2019,9,7,89,2019/9/7
Guangzhou,2019,9,8,86.3,2019/9/8
Guangzhou,2019,9,9,87.1,2019/9/9
Guangzhou,2019,9,10,88.2,2019/9/10
Guangzhou,2019,9,11,88.6,2019/9/11
Guangzhou,2019,9,12,89.4,2019/9/12
Guangzhou,2019,9,13,89.1,2019/9/13
Guangzhou,2019,9,14,83.3,2019/9/14
Guangzhou,2019,9,15,84.8,2019/9/15
Guangzhou,2019,9,16,83.7,2019/9/16
Guangzhou,2019,9,17,84.4,2019/9/17
Guangzhou,2019,9,18,86.7,2019/9/18
Guangzhou,2019,9,19,84.5,2019/9/19
Guangzhou,2019,9,20,84.1,2019/9/20
